geography_code,Year,Affordable Home Ownership,Affordable Rent,First Homes,Intermediate Rent,London Affordable Rent,Shared Ownership,Social Rent,Unknown,All afforable
E07000169,2001-02,,,,,,,29.0,,29.0
E07000169,2002-03,1.0,,,,,,12.0,,13.0
E07000169,2003-04,,,,,,,4.0,,4.0
E07000169,2004-05,11.0,,,,,,37.0,,48.0
E07000169,2005-06,25.0,,,,,,56.0,,81.0
E07000169,2006-07,57.0,,,,,,158.0,,215.0
E07000169,2007-08,36.0,,,,,,73.0,,109.0
E07000169,2008-09,25.0,,,,,,40.0,,65.0
E07000169,2009-10,36.0,,,4.0,,,28.0,,68.0
E07000169,2010-11,40.0,,,4.0,,,119.0,,163.0
E07000169,2011-12,26.0,,,2.0,,,69.0,,97.0
E07000169,2012-13,34.0,,,,,,5.0,,39.0
E07000169,2013-14,26.0,,,,,,3.0,,29.0
E07000169,2014-15,1.0,26.0,,,,15.0,5.0,,47.0
E07000169,2015-16,,13.0,,2.0,,5.0,,,20.0
E07000169,2017-18,,36.0,,,,,,,36.0
E07000169,2018-19,,76.0,,,,26.0,1.0,,103.0
E07000169,2019-20,,115.0,,,,53.0,,,168.0
E07000169,2020-21,,51.0,,,,48.0,,,99.0
E07000169,2021-22,,3.0,,,,32.0,,,35.0
E07000169,2022-23,,,,,,13.0,,,13.0
E07000170,1991-92,2.0,,,,,,8.0,,10.0
E07000170,1992-93,1.0,,,,,,83.0,,84.0
E07000170,1993-94,5.0,,,,,,64.0,,69.0
E07000170,1994-95,5.0,,,,,,94.0,,99.0
E07000170,1995-96,15.0,,,,,,135.0,,150.0
E07000170,1996-97,32.0,,,,,,61.0,,93.0
E07000170,1997-98,28.0,,,,,,52.0,,80.0
E07000170,1998-99,61.0,,,,,,77.0,,138.0
E07000170,1999-00,16.0,,,,,,41.0,,57.0
E07000170,2000-01,3.0,,,,,,23.0,,26.0
E07000170,2001-02,2.0,,,,,,32.0,,34.0
E07000170,2002-03,33.0,,,,,,85.0,,118.0
E07000170,2003-04,4.0,,,,,,53.0,,57.0
E07000170,2004-05,16.0,,,,,,22.0,,38.0
E07000170,2005-06,25.0,,,,,,24.0,,49.0
E07000170,2006-07,18.0,,,,,,20.0,,38.0
E07000170,2007-08,22.0,,,,,,61.0,,83.0
E07000170,2008-09,25.0,,,,,,89.0,,114.0
E07000170,2009-10,41.0,,,1.0,,,119.0,,161.0
E07000170,2010-11,31.0,,,5.0,,,75.0,,111.0
E07000170,2011-12,27.0,,,,,,25.0,,52.0
E07000170,2012-13,56.0,1.0,,,,,7.0,,64.0
E07000170,2013-14,10.0,22.0,,,,,14.0,,46.0
E07000170,2014-15,14.0,20.0,,,,,55.0,,89.0
E07000170,2016-17,,92.0,,,,,84.0,,176.0
E07000170,2017-18,,19.0,,,,4.0,7.0,,30.0
E07000170,2018-19,,9.0,,,,3.0,22.0,,34.0
E07000170,2019-20,,23.0,,,,2.0,,,25.0
E07000170,2020-21,2.0,31.0,,,,25.0,3.0,,61.0
E07000170,2021-22,,50.0,,,,35.0,,,85.0
E07000170,2022-23,,42.0,,,,,,,42.0
E07000171,1991-92,,,,,,,33.0,,33.0
E07000171,1992-93,1.0,,,,,,51.0,,52.0
E07000171,1993-94,4.0,,,,,,105.0,,109.0
E07000171,1994-95,2.0,,,,,,83.0,,85.0
E07000171,1995-96,17.0,,,,,,5.0,,22.0
E07000171,1996-97,7.0,,,,,,99.0,,106.0
E07000171,1997-98,8.0,,,,,,40.0,,48.0
E07000171,1998-99,6.0,,,,,,1.0,,7.0
E07000171,1999-00,1.0,,,,,,46.0,,47.0
E07000171,2000-01,,,,,,,52.0,,52.0
E07000171,2001-02,,,,,,,27.0,,27.0
E07000171,2002-03,24.0,,,,,,24.0,,48.0
E07000171,2003-04,2.0,,,,,,16.0,,18.0
E07000171,2004-05,5.0,,,,,,59.0,,64.0
E07000171,2005-06,46.0,,,,,,74.0,,120.0
E07000171,2006-07,37.0,,,,,,21.0,,58.0
E07000171,2007-08,31.0,,,,,,35.0,,66.0
E07000171,2008-09,18.0,,,,,,14.0,,32.0
E07000171,2009-10,6.0,,,1.0,,,28.0,,35.0
E07000171,2010-11,6.0,,,8.0,,,18.0,,32.0
E07000171,2011-12,4.0,,,,,,19.0,,23.0
E07000171,2012-13,5.0,,,,,,7.0,,12.0
E07000171,2013-14,1.0,4.0,,5.0,,,9.0,,19.0
E07000171,2014-15,6.0,2.0,,,,,,,8.0
E07000171,2015-16,,38.0,,,,,16.0,,54.0
E07000171,2016-17,,52.0,,,,,3.0,,55.0
E07000171,2017-18,,56.0,,,,,,,56.0
E07000171,2018-19,,80.0,,,,21.0,2.0,,103.0
E07000171,2019-20,,109.0,,,,5.0,2.0,,116.0
E07000171,2020-21,27.0,17.0,,,,19.0,1.0,,64.0
E07000171,2021-22,,108.0,,,,55.0,,,163.0
E07000171,2022-23,76.0,34.0,34.0,,,34.0,,,178.0
E07000172,1991-92,3.0,,,,,,31.0,,34.0
E07000172,1992-93,9.0,,,,,,84.0,,93.0
E07000172,1993-94,34.0,,,,,,87.0,,121.0
E07000172,1994-95,40.0,,,,,,57.0,,97.0
E07000172,1995-96,9.0,,,,,,61.0,,70.0
E07000172,1996-97,21.0,,,,,,49.0,,70.0
E07000172,1997-98,7.0,,,,,,73.0,,80.0
E07000172,1998-99,11.0,,,,,,11.0,,22.0
E07000172,1999-00,12.0,,,,,,36.0,,48.0
E07000172,2000-01,7.0,,,,,,30.0,,37.0
E07000172,2001-02,2.0,,,,,,19.0,,21.0
E07000172,2002-03,3.0,,,,,,23.0,,26.0
E07000172,2003-04,2.0,,,,,,,,2.0
E07000172,2004-05,2.0,,,,,,,,2.0
E07000172,2005-06,12.0,,,,,,1.0,,13.0
E07000172,2006-07,8.0,,,,,,23.0,,31.0
E07000172,2007-08,9.0,,,,,,37.0,,46.0
E07000172,2008-09,3.0,,,,,,15.0,,18.0
E07000172,2009-10,3.0,,,,,,12.0,,15.0
E07000172,2010-11,13.0,,,,,,73.0,,86.0
E07000172,2011-12,18.0,,,,,,38.0,,56.0
E07000172,2012-13,16.0,,,6.0,,,,,22.0
E07000172,2013-14,5.0,43.0,,,,,,,48.0
E07000172,2014-15,1.0,39.0,,,,5.0,,,45.0
E07000172,2015-16,,49.0,,,,4.0,,,53.0
E07000172,2016-17,,,,,,7.0,,,7.0
E07000172,2017-18,,33.0,,,,,,,33.0
E07000172,2018-19,,,,,,15.0,,,15.0
E07000172,2020-21,,17.0,,,,23.0,,,40.0
E07000172,2021-22,,,,,,4.0,,,4.0
E07000172,2022-23,,28.0,,,,18.0,24.0,,70.0
E07000173,1991-92,2.0,,,,,,31.0,,33.0
E07000173,1992-93,24.0,,,,,,46.0,,70.0
E07000173,1993-94,44.0,,,,,,91.0,,135.0
E07000173,1994-95,24.0,,,,,,25.0,,49.0
E07000173,1995-96,59.0,,,,,,72.0,,131.0
E07000173,1996-97,15.0,,,,,,46.0,,61.0
E07000173,1997-98,19.0,,,,,,16.0,,35.0
E07000173,1998-99,16.0,,,,,,21.0,,37.0
E07000173,1999-00,5.0,,,,,,48.0,,53.0
E07000173,2000-01,4.0,,,,,,28.0,,32.0
E07000173,2001-02,3.0,,,,,,6.0,,9.0
E07000173,2002-03,5.0,,,,,,19.0,,24.0
E07000173,2003-04,20.0,,,,,,25.0,,45.0
E07000173,2004-05,10.0,,,,,,13.0,,23.0
E07000173,2005-06,29.0,,,,,,17.0,,46.0
E07000173,2006-07,12.0,,,,,,,,12.0
E07000173,2007-08,8.0,,,,,,48.0,,56.0
E07000173,2008-09,26.0,,,,,,13.0,,39.0
E07000173,2009-10,34.0,,,1.0,,,21.0,,56.0
E07000173,2010-11,5.0,,,5.0,,,53.0,,63.0
E07000173,2011-12,22.0,,,,,,47.0,,69.0
E07000173,2012-13,12.0,8.0,,,,,16.0,,36.0
E07000173,2013-14,24.0,11.0,,,,,24.0,,59.0
E07000173,2014-15,12.0,10.0,,,,2.0,20.0,,44.0
E07000173,2015-16,7.0,25.0,,,,,,,32.0
E07000173,2016-17,,35.0,,,,5.0,,,40.0
E07000173,2017-18,,39.0,,,,,,,39.0
E07000173,2018-19,,47.0,,,,21.0,10.0,,78.0
E07000173,2019-20,,8.0,,,,,,,8.0
E07000173,2020-21,,24.0,,,,,,,24.0
E07000173,2021-22,,15.0,,,,13.0,1.0,,29.0
E07000173,2022-23,,81.0,8.0,,,16.0,23.0,,128.0
E07000174,1991-92,3.0,,,,,,21.0,,24.0
E07000174,1992-93,5.0,,,,,,152.0,,157.0
E07000174,1993-94,45.0,,,,,,111.0,,156.0
E07000174,1994-95,19.0,,,,,,131.0,,150.0
E07000174,1995-96,39.0,,,,,,124.0,,163.0
E07000174,1996-97,36.0,,,,,,82.0,,118.0
E07000174,1997-98,7.0,,,,,,98.0,,105.0
E07000174,1998-99,2.0,,,,,,25.0,,27.0
E07000174,1999-00,2.0,,,,,,44.0,,46.0
E07000174,2000-01,,,,,,,56.0,,56.0
E07000174,2001-02,,,,,,,10.0,,10.0
E07000174,2002-03,2.0,,,,,,22.0,,24.0
E07000174,2003-04,1.0,,,,,,5.0,,6.0
E07000174,2004-05,2.0,,,,,,10.0,,12.0
E07000174,2005-06,2.0,,,,,,13.0,,15.0
E07000174,2006-07,8.0,,,,,,27.0,,35.0
E07000174,2007-08,16.0,,,,,,63.0,,79.0
E07000174,2008-09,30.0,,,,,,29.0,,59.0
E07000174,2009-10,34.0,,,1.0,,,19.0,,54.0
E07000174,2010-11,30.0,,,5.0,,,45.0,,80.0
E07000174,2011-12,9.0,,,,,,50.0,,59.0
E07000174,2012-13,22.0,2.0,,,,,20.0,,44.0
E07000174,2013-14,5.0,6.0,,,,,2.0,,13.0
E07000174,2014-15,,6.0,,,,1.0,,,7.0
E07000174,2015-16,11.0,71.0,,,,10.0,17.0,,109.0
E07000174,2016-17,,48.0,,,,1.0,,,49.0
E07000174,2017-18,,,,,,16.0,3.0,,19.0
E07000174,2018-19,,74.0,,,,,3.0,,77.0
E07000174,2019-20,,,,,,5.0,,,5.0
E07000174,2020-21,4.0,36.0,,,,22.0,,,62.0
E07000174,2021-22,2.0,29.0,,,,,,,31.0
E07000174,2022-23,,4.0,,,,13.0,,,17.0
E07000175,1991-92,4.0,,,,,,18.0,,22.0
E07000175,1992-93,7.0,,,,,,108.0,,115.0
E07000175,1993-94,17.0,,,,,,55.0,,72.0
E07000175,1994-95,26.0,,,,,,82.0,,108.0
E07000175,1995-96,16.0,,,,,,155.0,,171.0
E07000175,1996-97,28.0,,,,,,155.0,,183.0
E07000175,1997-98,41.0,,,,,,47.0,,88.0
E07000175,1998-99,8.0,,,,,,36.0,,44.0
E07000175,1999-00,10.0,,,,,,15.0,,25.0
E07000175,2000-01,12.0,,,,,,107.0,,119.0
E07000175,2001-02,16.0,,,,,,8.0,,24.0
E07000175,2002-03,2.0,,,,,,64.0,,66.0
E07000175,2003-04,1.0,,,,,,42.0,,43.0
E07000175,2004-05,30.0,,,,,,51.0,,81.0
E07000175,2005-06,46.0,,,,,,29.0,,75.0
E07000175,2006-07,9.0,,,,,,65.0,,74.0
E07000175,2007-08,12.0,,,,,,28.0,,40.0
E07000175,2008-09,14.0,,,,,,43.0,,57.0
E07000175,2009-10,40.0,,,,,,59.0,,99.0
E07000175,2010-11,24.0,,,3.0,,,86.0,,113.0
E07000175,2011-12,21.0,,,,,,61.0,,82.0
E07000175,2012-13,56.0,2.0,,,,,19.0,,77.0
E07000175,2013-14,8.0,38.0,,,,,23.0,,69.0
E07000175,2014-15,1.0,82.0,,7.0,,17.0,,,107.0
E07000175,2015-16,5.0,26.0,,16.0,,,6.0,,53.0
E07000175,2016-17,,93.0,,,,22.0,,,115.0
E07000175,2017-18,,84.0,,,,3.0,20.0,,107.0
E07000175,2018-19,,93.0,,,,2.0,6.0,,101.0
E07000175,2019-20,6.0,83.0,,,,53.0,,,142.0
E07000175,2020-21,,107.0,,,,87.0,3.0,,197.0
E07000175,2021-22,,144.0,,,,,2.0,,146.0
E07000175,2022-23,2.0,8.0,,,,41.0,2.0,,53.0
E07000176,1991-92,,,,,,,56.0,,56.0
E07000176,1992-93,,,,,,,32.0,,32.0
E07000176,1993-94,9.0,,,,,,102.0,,111.0
E07000176,1994-95,8.0,,,,,,80.0,,88.0
E07000176,1995-96,1.0,,,,,,26.0,,27.0
E07000176,1996-97,5.0,,,,,,6.0,,11.0
E07000176,1997-98,19.0,,,,,,136.0,,155.0
E07000176,1998-99,4.0,,,,,,38.0,,42.0
E07000176,1999-00,24.0,,,,,,30.0,,54.0
E07000176,2000-01,12.0,,,,,,14.0,,26.0
E07000176,2001-02,32.0,,,,,,9.0,,41.0
E07000176,2002-03,11.0,,,,,,6.0,,17.0
E07000176,2003-04,1.0,,,,,,11.0,,12.0
E07000176,2004-05,21.0,,,,,,19.0,,40.0
E07000176,2005-06,59.0,,,,,,48.0,,107.0
E07000176,2006-07,1.0,,,,,,43.0,,44.0
E07000176,2007-08,20.0,,,,,,23.0,,43.0
E07000176,2008-09,10.0,,,,,,53.0,,63.0
E07000176,2009-10,37.0,,,,,,34.0,,71.0
E07000176,2010-11,8.0,,,2.0,,,8.0,,18.0
E07000176,2011-12,20.0,,,,,,34.0,,54.0
E07000176,2012-13,29.0,,,,,,17.0,,46.0
E07000176,2013-14,12.0,8.0,,,,,26.0,,46.0
E07000176,2014-15,,55.0,,,,,9.0,,64.0
E07000176,2015-16,,17.0,,44.0,,8.0,10.0,,79.0
E07000176,2016-17,,22.0,,,,59.0,29.0,,110.0
E07000176,2017-18,12.0,19.0,,,,52.0,29.0,,112.0
E07000176,2018-19,,71.0,,,,120.0,59.0,,250.0
E07000176,2019-20,,78.0,,,,79.0,36.0,,193.0
E07000176,2020-21,,26.0,,,,56.0,15.0,,97.0
E07000176,2021-22,,73.0,,,,104.0,35.0,,212.0
E07000176,2022-23,,89.0,,,,168.0,57.0,,314.0
E07000177,1991-92,1.0,,,,,,57.0,,58.0
E07000177,1992-93,9.0,,,,,,85.0,,94.0
E07000177,1993-94,13.0,,,,,,22.0,,35.0
E07000177,1994-95,18.0,,,,,,121.0,,139.0
E07000177,1995-96,17.0,,,,,,5.0,,22.0
E07000177,1996-97,13.0,,,,,,150.0,,163.0
E07000177,1997-98,22.0,,,,,,177.0,,199.0
E07000177,1998-99,12.0,,,,,,134.0,,146.0
E07000177,1999-00,11.0,,,,,,48.0,,59.0
E07000177,2000-01,18.0,,,,,,88.0,,106.0
E07000177,2001-02,17.0,,,,,,127.0,,144.0
E07000177,2002-03,31.0,,,,,,131.0,,162.0
E07000177,2003-04,55.0,,,,,,76.0,,131.0
E07000177,2004-05,40.0,,,60.0,,,64.0,,164.0
E07000177,2005-06,62.0,,,4.0,,,44.0,,110.0
E07000177,2006-07,47.0,,,,,,118.0,,165.0
E07000177,2007-08,38.0,,,3.0,,,120.0,,161.0
E07000177,2008-09,40.0,,,,,,43.0,,83.0
E07000177,2009-10,99.0,,,10.0,,,103.0,,212.0
E07000177,2010-11,45.0,,,11.0,,,37.0,,93.0
E07000177,2011-12,91.0,,,,,,174.0,,265.0
E07000177,2012-13,37.0,20.0,,,,,17.0,,74.0
E07000177,2013-14,48.0,119.0,,,,,,,167.0
E07000177,2014-15,40.0,93.0,,,,24.0,,,157.0
E07000177,2015-16,20.0,125.0,,,,121.0,64.0,,330.0
E07000177,2016-17,,184.0,,,,128.0,,,312.0
E07000177,2017-18,17.0,305.0,,,,116.0,,,438.0
E07000177,2018-19,33.0,279.0,,,,182.0,,,494.0
E07000177,2019-20,,256.0,,,,40.0,,,296.0
E07000177,2020-21,,90.0,,,,50.0,,,140.0
E07000177,2021-22,,189.0,,,,65.0,7.0,,261.0
E07000177,2022-23,,115.0,,,,58.0,5.0,,178.0
E07000178,1991-92,17.0,,,,,,30.0,,47.0
E07000178,1992-93,33.0,,,,,,93.0,,126.0
E07000178,1993-94,42.0,,,,,,84.0,,126.0
E07000178,1994-95,25.0,,,,,,44.0,,69.0
E07000178,1995-96,96.0,,,,,,503.0,,599.0
E07000178,1996-97,24.0,,,,,,2.0,,26.0
E07000178,1997-98,28.0,,,,,,222.0,,250.0
E07000178,1998-99,183.0,,,,,,304.0,,487.0
E07000178,1999-00,7.0,,,,,,69.0,,76.0
E07000178,2000-01,10.0,,,,,,23.0,,33.0
E07000178,2001-02,21.0,,,,,,55.0,,76.0
E07000178,2002-03,31.0,,,,,,99.0,,130.0
E07000178,2003-04,121.0,,,,,,118.0,,239.0
E07000178,2004-05,54.0,,,598.0,,,151.0,,803.0
E07000178,2005-06,55.0,,,91.0,,,116.0,,262.0
E07000178,2006-07,114.0,,,,,,165.0,,279.0
E07000178,2007-08,34.0,,,,,,82.0,,116.0
E07000178,2008-09,104.0,,,,,,116.0,,220.0
E07000178,2009-10,68.0,,,,,,260.0,,328.0
E07000178,2010-11,48.0,,,2.0,,,188.0,,238.0
E07000178,2011-12,6.0,,,,,,31.0,,37.0
E07000178,2012-13,31.0,8.0,,,,,54.0,,93.0
E07000178,2013-14,2.0,,,,,,,,2.0
E07000178,2014-15,2.0,6.0,,,,,7.0,,15.0
E07000178,2015-16,,62.0,,,,,104.0,,166.0
E07000178,2016-17,,,,,,20.0,,,20.0
E07000178,2017-18,,15.0,,,,18.0,17.0,,50.0
E07000178,2018-19,,13.0,,,,1.0,50.0,,64.0
E07000178,2019-20,,,,,,,84.0,,84.0
E07000178,2020-21,,,,,,29.0,74.0,,103.0
E07000178,2021-22,,8.0,,,,85.0,150.0,,243.0
E07000178,2022-23,,17.0,,,,162.0,218.0,,397.0
E07000179,1991-92,1.0,,,,,,79.0,,80.0
E07000179,1992-93,3.0,,,,,,236.0,,239.0
E07000179,1993-94,8.0,,,,,,78.0,,86.0
E07000179,1994-95,9.0,,,,,,232.0,,241.0
E07000179,1995-96,33.0,,,,,,121.0,,154.0
E07000179,1996-97,27.0,,,,,,106.0,,133.0
E07000179,1997-98,26.0,,,,,,170.0,,196.0
E07000179,1998-99,13.0,,,,,,88.0,,101.0
E07000179,1999-00,10.0,,,,,,107.0,,117.0
E07000179,2000-01,26.0,,,,,,155.0,,181.0
E07000179,2001-02,27.0,,,,,,96.0,,123.0
E07000179,2002-03,61.0,,,,,,96.0,,157.0
E07000179,2003-04,44.0,,,,,,58.0,,102.0
E07000179,2004-05,29.0,,,,,,43.0,,72.0
E07000179,2005-06,48.0,,,,,,30.0,,78.0
E07000179,2006-07,33.0,,,9.0,,,24.0,,66.0
E07000179,2007-08,65.0,,,,,,130.0,,195.0
E07000179,2008-09,50.0,,,,,,117.0,,167.0
E07000179,2009-10,53.0,,,3.0,,,76.0,,132.0
E07000179,2010-11,6.0,,,5.0,,,40.0,,51.0
E07000179,2011-12,69.0,,,,,,141.0,,210.0
E07000179,2012-13,81.0,31.0,,,,,93.0,,205.0
E07000179,2013-14,93.0,30.0,,,,,81.0,,204.0
E07000179,2014-15,39.0,107.0,,,,12.0,9.0,,167.0
E07000179,2015-16,41.0,94.0,,,,16.0,,,151.0
E07000179,2016-17,,138.0,,,,45.0,13.0,,196.0
E07000179,2017-18,4.0,136.0,,,,39.0,,,179.0
E07000179,2018-19,,188.0,,,,129.0,2.0,,319.0
E07000179,2019-20,,241.0,,,,222.0,,,463.0
E07000179,2020-21,,106.0,,,,88.0,16.0,,210.0
E07000179,2021-22,,115.0,,,,105.0,,,220.0
E07000179,2022-23,,217.0,,,,168.0,39.0,,424.0
E07000180,1991-92,,,,,,,28.0,,28.0
E07000180,1992-93,4.0,,,,,,67.0,,71.0
E07000180,1993-94,7.0,,,,,,19.0,,26.0
E07000180,1994-95,10.0,,,,,,73.0,,83.0
E07000180,1995-96,15.0,,,,,,164.0,,179.0
E07000180,1996-97,24.0,,,,,,161.0,,185.0
E07000180,1997-98,21.0,,,,,,120.0,,141.0
E07000180,1998-99,26.0,,,,,,191.0,,217.0
E07000180,1999-00,10.0,,,,,,126.0,,136.0
E07000180,2000-01,25.0,,,,,,113.0,,138.0
E07000180,2001-02,29.0,,,,,,130.0,,159.0
E07000180,2002-03,46.0,,,,,,87.0,,133.0
E07000180,2003-04,49.0,,,,,,78.0,,127.0
E07000180,2004-05,51.0,,,,,,35.0,,86.0
E07000180,2005-06,90.0,,,,,,40.0,,130.0
E07000180,2006-07,39.0,,,,,,47.0,,86.0
E07000180,2007-08,105.0,,,,,,90.0,,195.0
E07000180,2008-09,91.0,,,66.0,,,42.0,,199.0
E07000180,2009-10,54.0,,,1.0,,,127.0,,182.0
E07000180,2010-11,135.0,,,1.0,,,108.0,,244.0
E07000180,2011-12,22.0,,,,,,47.0,,69.0
E07000180,2012-13,58.0,12.0,,,,,91.0,,161.0
E07000180,2013-14,34.0,36.0,,,,,17.0,,87.0
E07000180,2014-15,40.0,182.0,,,,18.0,15.0,,255.0
E07000180,2015-16,60.0,130.0,,,,6.0,,,196.0
E07000180,2016-17,,181.0,,,,82.0,17.0,,280.0
E07000180,2017-18,3.0,283.0,,,,9.0,,,295.0
E07000180,2018-19,80.0,189.0,,4.0,,138.0,22.0,,433.0
E07000180,2019-20,111.0,227.0,,,,91.0,13.0,,442.0
E07000180,2020-21,7.0,301.0,,,,126.0,,,434.0
E07000180,2021-22,,72.0,,,,85.0,,,157.0
E07000180,2022-23,,360.0,22.0,,,143.0,,,525.0
E07000181,1991-92,,,,,,,27.0,,27.0
E07000181,1992-93,17.0,,,,,,171.0,,188.0
E07000181,1993-94,21.0,,,,,,51.0,,72.0
E07000181,1994-95,7.0,,,,,,107.0,,114.0
E07000181,1995-96,32.0,,,,,,80.0,,112.0
E07000181,1996-97,10.0,,,,,,31.0,,41.0
E07000181,1997-98,36.0,,,,,,30.0,,66.0
E07000181,1998-99,15.0,,,,,,17.0,,32.0
E07000181,1999-00,10.0,,,,,,81.0,,91.0
E07000181,2000-01,9.0,,,,,,13.0,,22.0
E07000181,2001-02,58.0,,,,,,124.0,,182.0
E07000181,2002-03,34.0,,,,,,53.0,,87.0
E07000181,2003-04,40.0,,,,,,102.0,,142.0
E07000181,2004-05,40.0,,,,,,55.0,,95.0
E07000181,2005-06,72.0,,,,,,103.0,,175.0
E07000181,2006-07,92.0,,,,,,142.0,,234.0
E07000181,2007-08,38.0,,,,,,82.0,,120.0
E07000181,2008-09,36.0,,,,,,59.0,,95.0
E07000181,2009-10,55.0,,,,,,30.0,,85.0
E07000181,2010-11,43.0,,,1.0,,,121.0,,165.0
E07000181,2011-12,33.0,,,,,,143.0,,176.0
E07000181,2012-13,8.0,,,,,,13.0,,21.0
E07000181,2013-14,6.0,48.0,,,,,,,54.0
E07000181,2014-15,,30.0,,,,13.0,32.0,,75.0
E07000181,2015-16,16.0,36.0,,,,11.0,33.0,,96.0
E07000181,2016-17,,54.0,,,,1.0,,,55.0
E07000181,2017-18,11.0,175.0,,,,5.0,,,191.0
E07000181,2018-19,,95.0,,,,15.0,5.0,,115.0
E07000181,2019-20,,215.0,,,,157.0,,,372.0
E07000181,2020-21,7.0,200.0,,,,124.0,,,331.0
E07000181,2021-22,,251.0,,,,168.0,,,419.0
E07000181,2022-23,,196.0,4.0,,,81.0,49.0,,330.0
E07000187,1991-92,4.0,,,,,,82.0,,86.0
E07000187,1992-93,9.0,,,,,,99.0,,108.0
E07000187,1993-94,21.0,,,,,,139.0,,160.0
E07000187,1994-95,32.0,,,,,,63.0,,95.0
E07000187,1995-96,29.0,,,,,,156.0,,185.0
E07000187,1996-97,42.0,,,,,,12.0,,54.0
E07000187,1997-98,16.0,,,,,,160.0,,176.0
E07000187,1998-99,13.0,,,,,,30.0,,43.0
E07000187,1999-00,5.0,,,,,,93.0,,98.0
E07000187,2000-01,4.0,,,,,,120.0,,124.0
E07000187,2001-02,,,,,,,56.0,,56.0
E07000187,2002-03,10.0,,,,,,60.0,,70.0
E07000187,2003-04,24.0,,,,,,65.0,,89.0
E07000187,2004-05,21.0,,,,,,57.0,,78.0
E07000187,2005-06,10.0,,,,,,88.0,,98.0
E07000187,2006-07,7.0,,,,,,57.0,,64.0
E07000187,2007-08,20.0,,,,,,43.0,,63.0
E07000187,2008-09,40.0,,,,,,121.0,,161.0
E07000187,2009-10,51.0,,,,,,118.0,,169.0
E07000187,2010-11,60.0,,,1.0,,,52.0,,113.0
E07000187,2011-12,51.0,4.0,,,,,88.0,,143.0
E07000187,2012-13,47.0,22.0,,,,,46.0,,115.0
E07000187,2013-14,13.0,57.0,,,,,28.0,,98.0
E07000187,2014-15,22.0,134.0,,,,59.0,37.0,,252.0
E07000187,2015-16,,18.0,,,,3.0,56.0,,77.0
E07000187,2016-17,,1.0,,,,16.0,22.0,,39.0
E07000187,2017-18,4.0,19.0,,,,60.0,85.0,,168.0
E07000187,2018-19,17.0,22.0,,,,29.0,45.0,,113.0
E07000187,2019-20,43.0,32.0,,,,42.0,110.0,,227.0
E07000187,2020-21,7.0,7.0,,5.0,,25.0,2.0,,46.0
E07000187,2021-22,6.0,21.0,,,,38.0,,,65.0
E07000187,2022-23,,12.0,,,,45.0,6.0,,63.0
E07000188,1991-92,1.0,,,,,,34.0,,35.0
E07000188,1992-93,3.0,,,,,,136.0,,139.0
E07000188,1993-94,10.0,,,,,,93.0,,103.0
E07000188,1994-95,28.0,,,,,,102.0,,130.0
E07000188,1995-96,18.0,,,,,,222.0,,240.0
E07000188,1996-97,17.0,,,,,,243.0,,260.0
E07000188,1997-98,14.0,,,,,,76.0,,90.0
E07000188,1998-99,6.0,,,,,,19.0,,25.0
E07000188,1999-00,5.0,,,,,,108.0,,113.0
E07000188,2000-01,8.0,,,,,,31.0,,39.0
E07000188,2001-02,7.0,,,,,,42.0,,49.0
E07000188,2002-03,11.0,,,,,,9.0,,20.0
E07000188,2003-04,3.0,,,,,,28.0,,31.0
E07000188,2004-05,6.0,,,,,,25.0,,31.0
E07000188,2005-06,15.0,,,,,,12.0,,27.0
E07000188,2006-07,50.0,,,,,,33.0,,83.0
E07000188,2007-08,24.0,,,,,,50.0,,74.0
E07000188,2008-09,58.0,,,,,,85.0,,143.0
E07000188,2009-10,78.0,,,,,,108.0,,186.0
E07000188,2010-11,85.0,,,,,,238.0,,323.0
E07000188,2011-12,108.0,47.0,,,,,202.0,,357.0
E07000188,2012-13,123.0,88.0,,,,,116.0,,327.0
E07000188,2013-14,21.0,26.0,,8.0,,,20.0,,75.0
E07000188,2014-15,4.0,165.0,,3.0,,5.0,,,177.0
E07000188,2015-16,14.0,16.0,,13.0,,,,,43.0
E07000188,2016-17,,214.0,,,,14.0,8.0,,236.0
E07000188,2017-18,,34.0,,15.0,,,,,49.0
E07000188,2018-19,47.0,114.0,,,,2.0,,,163.0
E07000188,2019-20,19.0,124.0,,2.0,,4.0,,,149.0
E07000188,2020-21,10.0,97.0,,5.0,,40.0,19.0,,171.0
E07000188,2021-22,,117.0,,,,65.0,12.0,,194.0
E07000188,2022-23,,203.0,,,,136.0,8.0,,347.0
E07000189,1991-92,,,,,,,27.0,,27.0
E07000189,1992-93,4.0,,,,,,75.0,,79.0
E07000189,1993-94,9.0,,,,,,155.0,,164.0
E07000189,1994-95,18.0,,,,,,151.0,,169.0
E07000189,1995-96,38.0,,,,,,143.0,,181.0
E07000189,1996-97,23.0,,,,,,141.0,,164.0
E07000189,1997-98,46.0,,,,,,161.0,,207.0
E07000189,1998-99,11.0,,,,,,121.0,,132.0
E07000189,1999-00,4.0,,,,,,68.0,,72.0
E07000189,2000-01,8.0,,,,,,102.0,,110.0
E07000189,2001-02,16.0,,,,,,150.0,,166.0
E07000189,2002-03,3.0,,,,,,97.0,,100.0
E07000189,2003-04,5.0,,,,,,44.0,,49.0
E07000189,2004-05,39.0,,,,,,77.0,,116.0
E07000189,2005-06,43.0,,,,,,178.0,,221.0
