AreaCode,Year,AllVacants,Dwellings,HouseholdProjection,LongTermVacants
E06000003,2015,2418.0,63026.0,60466.0,958.0
E06000003,2016,2184.0,63267.0,60828.0,868.0
E06000003,2017,2397.0,63807.0,61307.0,955.0
E06000003,2018,2272.0,64252.0,61864.0,865.0
E06000003,2019,2207.0,64771.0,62443.0,833.0
E06000003,2020,2158.0,65162.0,62919.0,994.0
E06000003,2021,2159.0,65542.0,63338.0,836.0
E06000003,2022,2003.0,65986.0,63668.0,800.0
E06000003,2023,2099.0,66438.0,63936.0,887.0
E06000004,2004,2319.0,77653.0,75348.0,1191.0
E06000004,2005,2831.0,78092.0,75897.0,1144.0
E06000004,2006,2966.0,78573.0,76340.0,1178.0
E06000004,2007,3043.0,79221.0,76740.0,1217.0
E06000004,2008,3242.0,80457.0,77273.0,1282.0
E06000004,2009,3138.0,81048.0,77747.0,1196.0
E06000004,2010,3060.0,81684.0,78338.0,1051.0
E06000004,2011,2779.0,82237.0,78801.0,1025.0
E06000004,2012,2787.0,82692.0,79258.0,943.0
E06000004,2013,2627.0,83292.0,79774.0,887.0
E06000004,2014,2703.0,83634.0,80291.0,866.0
E06000004,2015,2351.0,84059.0,80642.0,757.0
E06000004,2016,2584.0,84407.0,81123.0,909.0
E06000004,2017,2734.0,85315.0,81506.0,954.0
E06000004,2018,3027.0,86069.0,82137.0,938.0
E06000004,2019,3145.0,86851.0,82609.0,1170.0
E06000004,2020,3225.0,87847.0,82989.0,1603.0
E06000004,2021,2881.0,88448.0,83315.0,1199.0
E06000004,2022,2625.0,88785.0,83703.0,1056.0
E06000004,2023,2813.0,89389.0,84043.0,1051.0
E06000005,2004,1660.0,45449.0,42791.0,741.0
E06000005,2005,1756.0,46074.0,43233.0,757.0
E06000005,2006,1735.0,46638.0,43780.0,849.0
E06000005,2007,1735.0,47156.0,44343.0,780.0
E06000005,2008,1964.0,47773.0,44909.0,1061.0
E06000005,2009,1776.0,48093.0,45278.0,887.0
E06000005,2010,1853.0,48374.0,45689.0,960.0
E06000005,2011,1933.0,48644.0,46328.0,943.0
E06000005,2012,1953.0,48822.0,46457.0,933.0
E06000005,2013,1758.0,48955.0,46634.0,700.0
E06000005,2014,1637.0,49199.0,46832.0,587.0
E06000005,2015,1688.0,49669.0,47076.0,540.0
E06000005,2016,1556.0,49945.0,47394.0,572.0
E06000005,2017,1592.0,50082.0,47643.0,542.0
E06000005,2018,1743.0,50595.0,47823.0,592.0
E06000005,2019,1787.0,51106.0,48102.0,651.0
E06000005,2020,1655.0,51612.0,48310.0,697.0
E06000005,2021,1544.0,52128.0,48475.0,539.0
E06000005,2022,1763.0,52638.0,48663.0,623.0
E06000005,2023,1765.0,53149.0,48803.0,677.0
E06000006,2004,1726.0,51303.0,48880.0,954.0
E06000006,2005,1461.0,51826.0,49265.0,679.0
E06000006,2006,1648.0,52685.0,49827.0,838.0
E06000006,2007,1767.0,53221.0,50323.0,892.0
E06000006,2008,1706.0,53653.0,50862.0,954.0
E06000006,2009,1884.0,54163.0,51376.0,1030.0
E06000006,2010,1720.0,54395.0,52078.0,892.0
E06000006,2011,1783.0,54686.0,53016.0,727.0
E06000006,2012,1516.0,54915.0,53295.0,642.0
E06000006,2013,1284.0,55232.0,53493.0,483.0
E06000006,2014,1287.0,55607.0,53856.0,473.0
E06000006,2015,1219.0,56035.0,54070.0,466.0
E06000006,2016,1230.0,56473.0,54470.0,445.0
E06000006,2017,1037.0,57073.0,54801.0,418.0
E06000006,2018,1193.0,57344.0,55252.0,430.0
E06000006,2019,1364.0,57843.0,55706.0,504.0
E06000006,2020,1272.0,58346.0,56088.0,506.0
E06000006,2021,1166.0,58345.0,56485.0,429.0
E06000006,2022,1351.0,58503.0,56875.0,482.0
E06000006,2023,1392.0,58863.0,57226.0,546.0
E06000007,2004,2460.0,81035.0,78612.0,1284.0
E06000007,2005,2954.0,82095.0,79321.0,1507.0
E06000007,2006,3052.0,83319.0,80187.0,1614.0
E06000007,2007,2333.0,84672.0,81175.0,909.0
E06000007,2008,2793.0,86462.0,82132.0,1152.0
E06000007,2009,2443.0,87069.0,83176.0,951.0
E06000007,2010,2312.0,87444.0,84000.0,916.0
E06000007,2011,2237.0,87943.0,84870.0,779.0
E06000007,2012,2349.0,88600.0,85582.0,780.0
E06000007,2013,1993.0,89304.0,86498.0,480.0
E06000007,2014,2362.0,90054.0,87474.0,807.0
E06000007,2015,2332.0,90798.0,88264.0,781.0
E06000007,2016,2004.0,91450.0,89073.0,666.0
E06000007,2017,1883.0,91999.0,89769.0,585.0
E06000007,2018,1982.0,92415.0,90098.0,723.0
E06000007,2019,1960.0,92975.0,90754.0,645.0
E06000007,2020,1925.0,93573.0,91296.0,797.0
E06000007,2021,1769.0,94205.0,91829.0,643.0
E06000007,2022,1721.0,94889.0,92353.0,637.0
E06000007,2023,1836.0,96362.0,92800.0,677.0
E06000008,2004,3519.0,57474.0,54537.0,1799.0
E06000008,2005,3441.0,57380.0,54777.0,1725.0
E06000008,2006,3479.0,57975.0,55025.0,1647.0
E06000008,2007,3579.0,58205.0,55252.0,1712.0
E06000008,2008,3643.0,58824.0,55653.0,1657.0
E06000008,2009,3448.0,58906.0,56100.0,1530.0
E06000008,2010,3372.0,59242.0,56410.0,1586.0
E06000008,2011,3417.0,59615.0,56940.0,1599.0
E06000008,2012,3474.0,59671.0,56992.0,1611.0
E06000008,2013,3405.0,59888.0,56879.0,1407.0
E06000008,2014,3368.0,60134.0,56819.0,1248.0
E06000008,2015,3002.0,60369.0,56899.0,1179.0
E06000008,2016,2941.0,60484.0,57074.0,1563.0
E06000008,2017,2838.0,60643.0,57160.0,1132.0
E06000008,2018,3038.0,60942.0,57235.0,1203.0
E06000008,2019,2717.0,61447.0,57331.0,1122.0
E06000008,2020,2654.0,61770.0,57385.0,1155.0
E06000008,2021,2504.0,62232.0,57413.0,957.0
E06000008,2022,2518.0,62672.0,57618.0,982.0
E06000008,2023,2501.0,63225.0,57790.0,1012.0
E06000009,2004,2731.0,67483.0,63866.0,1043.0
E06000009,2005,2847.0,67723.0,64073.0,1229.0
E06000009,2006,3910.0,67963.0,64164.0,2141.0
E06000009,2007,4268.0,68137.0,64072.0,2379.0
E06000009,2008,3482.0,68493.0,63823.0,1495.0
E06000009,2009,3690.0,68804.0,63792.0,1541.0
E06000009,2010,3605.0,68803.0,63906.0,1461.0
E06000009,2011,3860.0,68984.0,64028.0,1430.0
E06000009,2012,3932.0,69460.0,63962.0,1335.0
E06000009,2013,3955.0,69789.0,63701.0,1341.0
E06000009,2014,4092.0,69933.0,63532.0,1554.0
E06000009,2015,3961.0,70227.0,63205.0,1592.0
E06000009,2016,3549.0,70674.0,63225.0,1174.0
E06000009,2017,3673.0,70725.0,63228.0,1334.0
E06000009,2018,3920.0,71198.0,62891.0,1459.0
E06000009,2019,3842.0,71763.0,62935.0,1443.0
E06000009,2020,3609.0,72295.0,62914.0,1769.0
E06000009,2021,3256.0,72653.0,62922.0,1422.0
E06000009,2022,3182.0,72920.0,62921.0,1365.0
E06000009,2023,3249.0,73153.0,62916.0,1382.0
E06000010,2004,6169.0,112251.0,108327.0,2697.0
E06000010,2005,5903.0,112452.0,109424.0,2347.0
E06000010,2006,6378.0,113073.0,109798.0,2527.0
E06000010,2007,8902.0,114112.0,110121.0,2261.0
E06000010,2008,7671.0,114982.0,110666.0,2304.0
E06000010,2009,6760.0,115568.0,110788.0,2430.0
E06000010,2010,5473.0,115804.0,111214.0,2154.0
E06000010,2011,6089.0,116495.0,111425.0,2011.0
E06000010,2012,5889.0,116893.0,111778.0,1742.0
E06000010,2013,5223.0,117145.0,112034.0,1517.0
E06000010,2014,5334.0,117411.0,112242.0,1804.0
E06000010,2015,4995.0,118231.0,112642.0,1764.0
E06000010,2016,4605.0,118800.0,113242.0,1565.0
E06000010,2017,4425.0,119444.0,113334.0,1504.0
E06000010,2018,4732.0,120806.0,113367.0,1642.0
E06000010,2019,4694.0,121510.0,113499.0,1857.0
E06000010,2020,4665.0,122324.0,113489.0,2276.0
E06000010,2021,4370.0,122926.0,113578.0,1778.0
E06000010,2022,4554.0,123547.0,113644.0,1919.0
E06000010,2023,4469.0,124170.0,113693.0,1796.0
E06000011,2004,4044.0,141210.0,136336.0,1526.0
E06000011,2005,4311.0,142737.0,137718.0,1771.0
E06000011,2006,4778.0,144039.0,138681.0,1845.0
E06000011,2007,6193.0,145501.0,139974.0,1897.0
E06000011,2008,5906.0,147124.0,141054.0,2350.0
E06000011,2009,5457.0,147668.0,141537.0,2322.0
E06000011,2010,5264.0,148672.0,142062.0,2091.0
E06000011,2011,5315.0,149854.0,143073.0,1952.0
E06000011,2012,5520.0,152680.0,143651.0,2030.0
E06000011,2013,5183.0,155686.0,143995.0,1686.0
E06000011,2014,5088.0,158161.0,144788.0,1528.0
E06000011,2015,4693.0,159898.0,145046.0,1461.0
E06000011,2016,4553.0,161765.0,145624.0,1406.0
E06000011,2017,4337.0,163948.0,146378.0,1537.0
E06000011,2018,4474.0,166115.0,147462.0,1585.0
E06000011,2019,4372.0,168572.0,148539.0,1289.0
E06000011,2020,4383.0,170837.0,149397.0,1667.0
E06000011,2021,4156.0,173309.0,150186.0,1387.0
E06000011,2022,4348.0,174806.0,151281.0,1417.0
E06000011,2023,4734.0,176732.0,152304.0,1604.0
E06000012,2004,2727.0,70201.0,66578.0,1276.0
E06000012,2005,2529.0,70497.0,66919.0,1063.0
E06000012,2006,2511.0,70750.0,67154.0,935.0
E06000012,2007,3315.0,71174.0,67305.0,1024.0
E06000012,2008,3216.0,71799.0,67663.0,1091.0
E06000012,2009,2926.0,71937.0,67975.0,943.0
E06000012,2010,2978.0,72251.0,68367.0,1001.0
E06000012,2011,2976.0,72520.0,69313.0,954.0
E06000012,2012,3076.0,72652.0,69446.0,961.0
E06000012,2013,2894.0,72902.0,69699.0,739.0
E06000012,2014,3072.0,73061.0,69949.0,991.0
E06000012,2015,3133.0,73273.0,70121.0,1052.0
E06000012,2016,3097.0,73475.0,70253.0,1385.0
E06000012,2017,3167.0,73596.0,70395.0,1318.0
E06000012,2018,3158.0,73628.0,70528.0,1478.0
E06000012,2019,3142.0,73781.0,70773.0,1511.0
E06000012,2020,2988.0,73874.0,70899.0,1636.0
E06000012,2021,2819.0,73964.0,71036.0,1348.0
E06000012,2022,2869.0,74488.0,71198.0,1493.0
E06000012,2023,3090.0,74911.0,71334.0,1414.0
E06000013,2004,2035.0,68719.0,65820.0,832.0
E06000013,2005,2159.0,69307.0,66547.0,879.0
E06000013,2006,2369.0,70574.0,67225.0,924.0
E06000013,2007,2380.0,71391.0,67808.0,843.0
E06000013,2008,2400.0,71993.0,68559.0,770.0
E06000013,2009,2588.0,72523.0,69043.0,874.0
E06000013,2010,2511.0,73035.0,69537.0,735.0
E06000013,2011,2651.0,73628.0,70362.0,753.0
E06000013,2012,2659.0,73951.0,70818.0,771.0
E06000013,2013,2590.0,74179.0,71036.0,670.0
E06000013,2014,2524.0,74440.0,71395.0,799.0
E06000013,2015,2341.0,74681.0,71771.0,790.0
E06000013,2016,2327.0,74963.0,72283.0,875.0
E06000013,2017,2280.0,75137.0,72616.0,906.0
E06000013,2018,2393.0,75395.0,73004.0,937.0
E06000013,2019,2360.0,75622.0,73412.0,910.0
E06000013,2020,2170.0,75942.0,73775.0,1088.0
E06000013,2021,2246.0,76286.0,74093.0,995.0
E06000013,2022,2213.0,76696.0,74526.0,1121.0
E06000013,2023,2619.0,77196.0,74934.0,1198.0
E06000014,2004,1792.0,82040.0,78456.0,646.0
E06000014,2005,1754.0,82400.0,79258.0,678.0
E06000014,2006,2118.0,83573.0,79586.0,763.0
E06000014,2007,1835.0,84368.0,79986.0,547.0
E06000014,2008,1770.0,84970.0,80525.0,545.0
E06000014,2009,1491.0,85355.0,81030.0,402.0
E06000014,2010,1470.0,85997.0,81909.0,383.0
E06000014,2011,1300.0,86483.0,83093.0,180.0
E06000014,2012,1295.0,86715.0,83528.0,169.0
E06000014,2013,1187.0,86747.0,84275.0,154.0
E06000014,2014,847.0,86759.0,84805.0,194.0
E06000014,2015,844.0,86987.0,85631.0,127.0
E06000014,2016,1151.0,87621.0,86058.0,85.0
E06000014,2017,1768.0,87943.0,86356.0,359.0
E06000014,2018,2063.0,89182.0,86939.0,527.0
E06000014,2019,2192.0,89575.0,87243.0,652.0
E06000014,2020,2584.0,90078.0,87466.0,904.0
E06000014,2021,2392.0,90644.0,87576.0,645.0
E06000014,2022,2521.0,91046.0,87787.0,762.0
E06000014,2023,2739.0,91505.0,88052.0,979.0
E06000015,2004,4923.0,100409.0,96714.0,2036.0
E06000015,2005,4701.0,101316.0,97533.0,2093.0
E06000015,2006,4885.0,102326.0,98134.0,2227.0
E06000015,2007,5571.0,103504.0,98557.0,1964.0
E06000015,2008,4600.0,104735.0,99034.0,1849.0
E06000015,2009,4373.0,105338.0,99576.0,1743.0
E06000015,2010,4537.0,105835.0,100394.0,1767.0
E06000015,2011,3970.0,106509.0,101412.0,1456.0
E06000015,2012,3727.0,106786.0,101752.0,1286.0
E06000015,2013,3426.0,107175.0,102118.0,999.0
E06000015,2014,3230.0,107638.0,102506.0,1069.0
E06000015,2015,2924.0,108082.0,102990.0,1008.0
E06000015,2016,2955.0,108582.0,103839.0,1007.0
E06000015,2017,3072.0,109387.0,104123.0,1126.0
E06000015,2018,3007.0,110190.0,104123.0,1135.0
E06000015,2019,3064.0,110815.0,104456.0,1085.0
E06000015,2020,3313.0,111371.0,104723.0,1340.0
E06000015,2021,3118.0,111926.0,104982.0,1168.0
E06000015,2022,3091.0,112607.0,105364.0,1224.0
E06000015,2023,3250.0,113256.0,105758.0,1304.0
E06000016,2004,4820.0,118137.0,112882.0,2307.0
E06000016,2005,5459.0,119240.0,114957.0,3121.0
E06000016,2006,4895.0,120513.0,116080.0,2447.0
E06000016,2007,5310.0,121869.0,117184.0,2407.0
E06000016,2008,5046.0,122952.0,118117.0,2158.0
E06000016,2009,5087.0,124302.0,119169.0,2147.0
E06000016,2010,4520.0,125373.0,120453.0,1751.0
E06000016,2011,4678.0,126703.0,121891.0,1719.0
E06000016,2012,4882.0,127104.0,121733.0,2030.0
E06000016,2013,4116.0,127756.0,121958.0,1502.0
E06000016,2014,4202.0,128386.0,122547.0,1589.0
E06000016,2015,3727.0,129052.0,123568.0,1485.0
E06000016,2016,3605.0,129687.0,124537.0,1336.0
E06000016,2017,3650.0,130752.0,124911.0,1303.0
E06000016,2018,3975.0,132210.0,124633.0,1374.0
E06000016,2019,4013.0,133152.0,124867.0,1424.0
E06000016,2020,4175.0,134104.0,124953.0,1890.0
E06000016,2021,4532.0,134659.0,124950.0,1777.0
E06000016,2022,4765.0,135513.0,125622.0,2265.0
E06000016,2023,4557.0,137145.0,126365.0,1951.0
E06000017,2004,282.0,14687.0,14029.0,108.0
E06000017,2005,497.0,15004.0,14334.0,210.0
E06000017,2006,540.0,15320.0,14554.0,175.0
E06000017,2007,501.0,15537.0,14751.0,182.0
E06000017,2008,549.0,15653.0,14958.0,168.0
E06000017,2009,538.0,15800.0,14998.0,178.0
E06000017,2010,540.0,15931.0,15172.0,177.0
E06000017,2011,555.0,16069.0,15070.0,171.0
E06000017,2012,580.0,16102.0,14871.0,168.0
E06000017,2013,491.0,16189.0,15272.0,169.0
E06000017,2014,462.0,16334.0,15599.0,157.0
E06000017,2015,512.0,16537.0,15718.0,179.0
E06000017,2016,487.0,16735.0,16095.0,183.0
E06000017,2017,476.0,16970.0,16385.0,127.0
E06000017,2018,553.0,17199.0,16552.0,183.0
E06000017,2019,485.0,17390.0,16805.0,181.0
E06000017,2020,530.0,17556.0,17003.0,248.0
E06000017,2021,482.0,17648.0,17203.0,138.0
E06000017,2022,502.0,17744.0,17416.0,173.0
E06000017,2023,578.0,17840.0,17629.0,209.0
E06000018,2004,4951.0,123588.0,118879.0,1811.0
E06000018,2005,5163.0,124810.0,120854.0,1651.0
E06000018,2006,5855.0,125957.0,121231.0,2241.0
E06000018,2007,6306.0,127398.0,121589.0,2392.0
E06000018,2008,5809.0,128743.0,122206.0,2416.0
E06000018,2009,5820.0,129635.0,123058.0,2262.0
E06000018,2010,5116.0,130718.0,124317.0,1949.0
E06000018,2011,4572.0,131194.0,124216.0,1790.0
E06000018,2012,4248.0,130868.0,124735.0,1487.0
E06000018,2013,3409.0,130920.0,125138.0,1238.0
E06000018,2014,3954.0,130635.0,125980.0,1245.0
E06000018,2015,4166.0,130911.0,126985.0,1410.0
E06000018,2016,3819.0,131110.0,128542.0,1456.0
E06000018,2017,3621.0,131337.0,129694.0,1144.0
E06000018,2018,4116.0,131982.0,129930.0,1321.0
E06000018,2019,4013.0,132691.0,130042.0,1296.0
E06000018,2020,4373.0,133749.0,130223.0,1753.0
E06000018,2021,4148.0,134409.0,130238.0,1463.0
E06000018,2022,4559.0,136131.0,130598.0,1747.0
E06000018,2023,4267.0,138074.0,131050.0,1484.0
E06000019,2004,2166.0,78536.0,74663.0,694.0
E06000019,2005,2198.0,79084.0,74941.0,795.0
E06000019,2006,2375.0,79820.0,75650.0,752.0
E06000019,2007,2430.0,80608.0,76330.0,694.0
E06000019,2008,2582.0,81337.0,77140.0,916.0
E06000019,2009,2579.0,81908.0,77368.0,845.0
E06000019,2010,2173.0,82219.0,77746.0,866.0
E06000019,2011,2152.0,82549.0,78192.0,831.0
E06000019,2012,2037.0,82923.0,78866.0,829.0
E06000019,2013,1720.0,83183.0,79329.0,755.0
E06000019,2014,1295.0,83600.0,79945.0,603.0
E06000019,2015,1237.0,84156.0,80465.0,419.0
E06000019,2016,1010.0,84590.0,81104.0,324.0
E06000019,2017,976.0,84910.0,81873.0,250.0
E06000019,2018,947.0,85747.0,82350.0,261.0
E06000019,2019,1136.0,86475.0,83194.0,273.0
E06000019,2020,1142.0,87442.0,83915.0,230.0
E06000019,2021,1318.0,88148.0,84613.0,307.0
E06000019,2022,2192.0,89190.0,85486.0,895.0
E06000019,2023,2506.0,89808.0,86325.0,1041.0
E06000020,2004,1532.0,66558.0,64009.0,499.0
E06000020,2005,1337.0,66610.0,64380.0,391.0
E06000020,2006,1440.0,67056.0,64799.0,341.0
E06000020,2007,1487.0,67403.0,64907.0,417.0
E06000020,2008,1679.0,67635.0,65257.0,351.0
E06000020,2009,1774.0,67959.0,65541.0,423.0
E06000020,2010,1922.0,68301.0,65855.0,507.0
E06000020,2011,2090.0,68714.0,66270.0,530.0
E06000020,2012,2049.0,69508.0,66580.0,682.0
E06000020,2013,1953.0,70190.0,66929.0,395.0
E06000020,2014,1816.0,71106.0,67436.0,463.0
E06000020,2015,1993.0,72255.0,68178.0,467.0
E06000020,2016,2083.0,73585.0,69001.0,456.0
E06000020,2017,2069.0,74807.0,69872.0,360.0
E06000020,2018,2039.0,75929.0,70539.0,390.0
E06000020,2019,2088.0,77359.0,71399.0,341.0
E06000020,2020,1979.0,78425.0,72170.0,576.0
E06000020,2021,1931.0,79336.0,72881.0,427.0
E06000020,2022,2065.0,80968.0,73822.0,431.0
E06000020,2023,2255.0,82746.0,74677.0,589.0
E06000021,2004,5116.0,109000.0,102684.0,1884.0
E06000021,2005,5160.0,109622.0,103085.0,1957.0
E06000021,2006,5305.0,110193.0,103722.0,2021.0
E06000021,2007,5774.0,110676.0,104003.0,1875.0
E06000021,2008,6362.0,111187.0,104535.0,1779.0
E06000021,2009,5688.0,111288.0,104786.0,2216.0
E06000021,2010,4809.0,111212.0,105542.0,1558.0
E06000021,2011,5196.0,111865.0,106620.0,1570.0
E06000021,2012,5011.0,112141.0,106925.0,1570.0
E06000021,2013,4498.0,112406.0,107169.0,1483.0
E06000021,2014,4482.0,112881.0,107572.0,1371.0
E06000021,2015,4527.0,113384.0,107954.0,1421.0
E06000021,2016,4552.0,113817.0,108759.0,1342.0
E06000021,2017,4823.0,114552.0,109499.0,1518.0
E06000021,2018,4331.0,115215.0,109695.0,1865.0
E06000021,2019,4409.0,116210.0,110242.0,1670.0
E06000021,2020,4599.0,117103.0,110695.0,2689.0
E06000021,2021,4429.0,117566.0,111074.0,1892.0
E06000021,2022,4703.0,118021.0,111537.0,2010.0
E06000021,2023,4620.0,118450.0,111975.0,1898.0
E06000022,2004,1616.0,73885.0,71215.0,538.0
E06000022,2005,1653.0,74036.0,71459.0,509.0
E06000022,2006,1780.0,74209.0,71490.0,435.0
E06000022,2007,1877.0,74467.0,72040.0,502.0
E06000022,2008,1881.0,74964.0,72476.0,634.0
E06000022,2009,1933.0,75343.0,72534.0,574.0
E06000022,2010,1841.0,75689.0,72633.0,480.0
E06000022,2011,1831.0,75931.0,73092.0,427.0
E06000022,2012,1906.0,76403.0,73397.0,452.0
E06000022,2013,1688.0,76962.0,74018.0,469.0
E06000022,2014,1598.0,77519.0,74638.0,423.0
E06000022,2015,1640.0,78159.0,75521.0,557.0
E06000022,2016,1620.0,78977.0,76113.0,404.0
E06000022,2017,1680.0,79857.0,76718.0,490.0
E06000022,2018,1848.0,81111.0,77949.0,605.0
E06000022,2019,2054.0,82160.0,78689.0,644.0
E06000022,2020,2013.0,83336.0,79362.0,833.0
E06000022,2021,2161.0,84109.0,79940.0,880.0
E06000022,2022,2461.0,84661.0,80574.0,828.0
E06000022,2023,2288.0,85151.0,81247.0,885.0
E06000023,2004,6242.0,171855.0,167595.0,3024.0
E06000023,2005,5614.0,174197.0,171540.0,2287.0
E06000023,2006,5262.0,176214.0,173040.0,2000.0
E06000023,2007,5090.0,178571.0,174620.0,1987.0
E06000023,2008,5217.0,181287.0,175566.0,2165.0
E06000023,2009,4890.0,184166.0,176970.0,2034.0
E06000023,2010,5069.0,186636.0,178458.0,1929.0
E06000023,2011,4519.0,188438.0,180934.0,1968.0
E06000023,2012,4294.0,190106.0,182252.0,1780.0
E06000023,2013,3583.0,190907.0,184106.0,1283.0
E06000023,2014,3773.0,192117.0,185914.0,1141.0
E06000023,2015,3591.0,193494.0,188202.0,895.0
E06000023,2016,3768.0,194956.0,190104.0,876.0
E06000023,2017,4422.0,196872.0,191029.0,750.0
E06000023,2018,4442.0,198435.0,192655.0,775.0
E06000023,2019,4004.0,199996.0,194184.0,718.0
E06000023,2020,4233.0,201245.0,195658.0,1054.0
E06000023,2021,4238.0,202815.0,196922.0,1108.0
E06000023,2022,4914.0,205266.0,198177.0,1625.0
E06000023,2023,5251.0,206828.0,199450.0,1881.0
E06000024,2004,2195.0,86190.0,81993.0,601.0
E06000024,2005,2310.0,86997.0,82922.0,536.0
E06000024,2006,2052.0,87999.0,83992.0,437.0
E06000024,2007,1939.0,88880.0,85099.0,355.0
E06000024,2008,2241.0,90103.0,85850.0,460.0
E06000024,2009,2234.0,90787.0,86427.0,539.0
E06000024,2010,2259.0,91308.0,87071.0,607.0
E06000024,2011,2194.0,91694.0,88096.0,556.0
E06000024,2012,2125.0,92299.0,88905.0,476.0
E06000024,2013,1801.0,92917.0,89716.0,429.0
E06000024,2014,1384.0,93770.0,90818.0,122.0
E06000024,2015,1460.0,94535.0,91736.0,223.0
E06000024,2016,1348.0,95195.0,92670.0,211.0
E06000024,2017,1337.0,96137.0,93465.0,168.0
E06000024,2018,1590.0,97091.0,94055.0,216.0
E06000024,2019,1730.0,97911.0,95072.0,438.0
E06000024,2020,2002.0,98870.0,95968.0,599.0
E06000024,2021,2157.0,99927.0,96844.0,409.0
E06000024,2022,2276.0,100944.0,97712.0,463.0
E06000024,2023,2704.0,101923.0,98543.0,690.0
E06000025,2004,1603.0,104007.0,101282.0,364.0
E06000025,2005,1840.0,104657.0,102348.0,452.0
E06000025,2006,1980.0,105398.0,103228.0,398.0
E06000025,2007,2054.0,106191.0,104012.0,405.0
E06000025,2008,2289.0,107298.0,104771.0,555.0
E06000025,2009,2304.0,108319.0,105672.0,570.0
E06000025,2010,2268.0,109165.0,106411.0,582.0
E06000025,2011,2167.0,109984.0,107276.0,463.0
E06000025,2012,2134.0,110847.0,108675.0,432.0
E06000025,2013,1884.0,111610.0,109972.0,418.0
E06000025,2014,1976.0,112645.0,111128.0,460.0
E06000025,2015,1806.0,113810.0,112392.0,425.0
E06000025,2016,2057.0,114857.0,113539.0,321.0
E06000025,2017,1884.0,116427.0,114785.0,418.0
E06000025,2018,2263.0,117967.0,116047.0,508.0
E06000025,2019,2262.0,119480.0,117623.0,484.0
E06000025,2020,2502.0,120934.0,119024.0,905.0
E06000025,2021,2503.0,122516.0,120296.0,678.0
E06000025,2022,2629.0,124173.0,121674.0,704.0
E06000025,2023,2662.0,125958.0,123022.0,723.0
E06000026,2004,3030.0,107461.0,103104.0,1353.0
E06000026,2005,2825.0,108425.0,104321.0,1099.0
E06000026,2006,2591.0,109146.0,104825.0,1012.0
E06000026,2007,2847.0,110488.0,105679.0,940.0
E06000026,2008,2967.0,111261.0,106277.0,1140.0
E06000026,2009,3006.0,112154.0,106535.0,952.0
E06000026,2010,2900.0,112551.0,106979.0,769.0
